id,post,reply,comment,time_comment,sentiment_results,sentiment,confidence,score,entity_post,entity_comment
10,Falcon 9’s first stage booster has landed on A Shortfall of Gravitas – first landing on this droneship,205,Falcon 9 landing never old🚀😍,2021-08-29,"{'sentiment': '1 star', 'confidence': 0.5942580103874207, 'score': 1}",1 star,0.5942580103874207,1,"first,ORDINAL|Falcon 9’s,ORG|A Shortfall of Gravitas,WORK_OF_ART","🚀,PRODUCT|Falcon,ORG"
10,Falcon 9’s first stage booster has landed on A Shortfall of Gravitas – first landing on this droneship,205,Congrats 🥳 I made a collage of the first landings on each droneship and landing zone 🚀,2021-08-29,"{'sentiment': '4 stars', 'confidence': 0.32369503378868103, 'score': 4}",4 stars,0.32369503378868103,4,"first,ORDINAL|Falcon 9’s,ORG|A Shortfall of Gravitas,WORK_OF_ART","first,ORDINAL"
10,Falcon 9’s first stage booster has landed on A Shortfall of Gravitas – first landing on this droneship,205,Beautiful landing of Falcon 9 s booster on ASOG droneship,2021-08-29,"{'sentiment': '5 stars', 'confidence': 0.6619366407394409, 'score': 5}",5 stars,0.6619366407394409,5,"first,ORDINAL|Falcon 9’s,ORG|A Shortfall of Gravitas,WORK_OF_ART","Falcon 9 s,ORG|ASOG,ORG"
10,Falcon 9’s first stage booster has landed on A Shortfall of Gravitas – first landing on this droneship,205,I understand the issues involved with getting a live feed but I’d love to see footage of the landing that’s been recorded and then sent out once the connection has stabilised once more… even if it is a minute or two later or even from plugging in SD card,2021-08-29,"{'sentiment': '3 stars', 'confidence': 0.3656211197376251, 'score': 3}",3 stars,0.3656211197376251,3,"first,ORDINAL|Falcon 9’s,ORG|A Shortfall of Gravitas,WORK_OF_ART","SD,ORG"
10,Falcon 9’s first stage booster has landed on A Shortfall of Gravitas – first landing on this droneship,205,Don t tell me that you can t have a better image quality You are spaceX Not a redneck filming a UFO,2021-08-30,"{'sentiment': '1 star', 'confidence': 0.3666077256202698, 'score': 1}",1 star,0.3666077256202698,1,"first,ORDINAL|Falcon 9’s,ORG|A Shortfall of Gravitas,WORK_OF_ART","Don,PERSON"
11,Liftoff,347,As seen from Vero Beach Florida Congrats,2021-08-29,"{'sentiment': '5 stars', 'confidence': 0.38119179010391235, 'score': 5}",5 stars,0.38119179010391235,5,,"Florida,GPE|Vero Beach,GPE"
11,Liftoff,347,Thanks for the live webcast Perfectly timed for Sunday morning coding session of Outer Space Shack my space base building game project,2021-08-29,"{'sentiment': '5 stars', 'confidence': 0.7471247911453247, 'score': 5}",5 stars,0.7471247911453247,5,,"Outer Space Shack,FAC"
11,Liftoff,347,i mean they can’t fix there own problems on like history of the new settlers went to America from England onlry for wars and problems for the natives of that land to adapt to and here we are today,2021-08-29,"{'sentiment': '1 star', 'confidence': 0.3837728500366211, 'score': 1}",1 star,0.3837728500366211,1,,"England,GPE|America,GPE"
11,Liftoff,347,,2021-08-29,"{'sentiment': '2 stars', 'confidence': 0.26056772470474243, 'score': 2}",2 stars,0.26056772470474243,2,,
11,Liftoff,347,Was this that biggest rocket,2021-08-29,"{'sentiment': '1 star', 'confidence': 0.4513869285583496, 'score': 1}",1 star,0.4513869285583496,1,,
11,Liftoff,347,Hi SpaceX I am Clement Geo from India Tamil Nadu I am 13 I am having a request pls take me to moon I want to be a part of Mission dearMoon because I want to be a part of the supreme project but I couldn t register because the registration date is over pls help me It s my dream,2021-08-30,"{'sentiment': '5 stars', 'confidence': 0.28243520855903625, 'score': 5}",5 stars,0.28243520855903625,5,,"Clement Geo,PERSON|SpaceX,PERSON|India,GPE"
11,Liftoff,347,Good luck 🚀🐉🍀The 23rd cargo resupply mission to the Station will include an investigation into protecting bone health testing a way to monitor crew eye health demonstrating improved dexterity of robots mitigating stress in plants🌱,2021-08-29,"{'sentiment': '4 stars', 'confidence': 0.40754610300064087, 'score': 4}",4 stars,0.40754610300064087,4,,"Station,ORG"
12,Watch Falcon 9 launch Dragon to the station →,102,Station Wow can t wait to see the best sci fi movie ever 👽🎥Watch falcon 9 light up the world never grow old🚀🐉Good luck 🍀,2021-08-29,"{'sentiment': '5 stars', 'confidence': 0.8526312112808228, 'score': 5}",5 stars,0.8526312112808228,5,"Watch Falcon,ORG","sci fi,ORG|🚀,PRODUCT"
12,Watch Falcon 9 launch Dragon to the station →,102,Station Best of luck this time,2021-08-29,"{'sentiment': '1 star', 'confidence': 0.28324687480926514, 'score': 1}",1 star,0.28324687480926514,1,"Watch Falcon,ORG",
12,Watch Falcon 9 launch Dragon to the station →,102,Station Dragon I hope u can enjoy my poem if u have read My daddy s up their too but i know he s not Dead Dragonfly guides me at least that s what they said Because from here to Jupiter I d like to stick around to watch you do what you do here upon the ground,2021-08-29,"{'sentiment': '3 stars', 'confidence': 0.31300994753837585, 'score': 3}",3 stars,0.31300994753837585,3,"Watch Falcon,ORG","Jupiter,LOC"
12,Watch Falcon 9 launch Dragon to the station →,102,Station Doge to the moon,2021-08-29,"{'sentiment': '4 stars', 'confidence': 0.29999902844429016, 'score': 4}",4 stars,0.29999902844429016,4,"Watch Falcon,ORG",
12,Watch Falcon 9 launch Dragon to the station →,102,Station Good luck 🚀🐉🍀This will mark s 21st launch of the year and the 124th flight of a Falcon 9 rocket since June 2010 🚢@SpaceX’s newest drone ASOG heads to sea for first Falcon 9 booster landing😍,2021-08-29,"{'sentiment': '5 stars', 'confidence': 0.5384732484817505, 'score': 5}",5 stars,0.5384732484817505,5,"Watch Falcon,ORG","ASOG,GPE|first,ORDINAL|Falcon 9,PRODUCT"
12,Watch Falcon 9 launch Dragon to the station →,102,Station Let s go,2021-08-29,"{'sentiment': '5 stars', 'confidence': 0.2687097191810608, 'score': 5}",5 stars,0.2687097191810608,5,"Watch Falcon,ORG",
12,Watch Falcon 9 launch Dragon to the station →,102,Station Grab your coffee☕️and get ready to watch science experiments head to space🚀🐉🍀 The great science fiction movie has begun 🎥👽,2021-08-29,"{'sentiment': '5 stars', 'confidence': 0.44985711574554443, 'score': 5}",5 stars,0.44985711574554443,5,"Watch Falcon,ORG","🚀,ORG"
13,Weather is 80 favorable for this morning’s launch Launch webcast begins in 15 minutes →,105,Will be watching from my balcony,2021-08-29,"{'sentiment': '5 stars', 'confidence': 0.39589980244636536, 'score': 5}",5 stars,0.39589980244636536,5,,
13,Weather is 80 favorable for this morning’s launch Launch webcast begins in 15 minutes →,105,To facilitate the launch of rockets and save fuel you can use additional devices that will accelerate the rocket,2021-08-29,"{'sentiment': '4 stars', 'confidence': 0.41959983110427856, 'score': 4}",4 stars,0.41959983110427856,4,,
13,Weather is 80 favorable for this morning’s launch Launch webcast begins in 15 minutes →,105,🚀🍀🐉,2021-08-29,"{'sentiment': '5 stars', 'confidence': 0.30857792496681213, 'score': 5}",5 stars,0.30857792496681213,5,,"🚀🍀,LAW"
13,Weather is 80 favorable for this morning’s launch Launch webcast begins in 15 minutes →,105,Watching from just across the bridge from Titusville Just happened to be in FL for my dad s 80th birthday which happens to be today I m here watching w him tonight,2021-08-29,"{'sentiment': '5 stars', 'confidence': 0.41718360781669617, 'score': 5}",5 stars,0.41718360781669617,5,,"80th,ORDINAL|Titusville,GPE|FL,GPE"
13,Weather is 80 favorable for this morning’s launch Launch webcast begins in 15 minutes →,105,The drive section of CRS 23 looks more like the Millennium Falcon than a Falcon 9 a beautiful hunk of junk that just keeps flying Go SpaceX,2021-08-29,"{'sentiment': '1 star', 'confidence': 0.7171330451965332, 'score': 1}",1 star,0.7171330451965332,1,,"CRS,ORG|Falcon,ORG|the Millennium Falcon,ORG"
13,Weather is 80 favorable for this morning’s launch Launch webcast begins in 15 minutes →,105,Wauw nice why not build the inner from hemp to have a light and fireprotected shield And then shoot a spaceship through a hyperloop from earth to mars and back with a short time And you could transport the hyperloop with you in the first ships,2021-08-29,"{'sentiment': '4 stars', 'confidence': 0.3111262917518616, 'score': 4}",4 stars,0.3111262917518616,4,,"first,ORDINAL"
13,Weather is 80 favorable for this morning’s launch Launch webcast begins in 15 minutes →,105,Watching with starlink,2021-08-29,"{'sentiment': '5 stars', 'confidence': 0.3482072651386261, 'score': 5}",5 stars,0.3482072651386261,5,,
14,Standing down from today’s launch due to weather next launch opportunity is Sunday August 29 at 3 14 a m ET,322,if launches continue to be scrubbed by slightly unfavorable weather how do we expect to ever become a multiplanetary species with regular daily scheduled launches,2021-08-28,"{'sentiment': '3 stars', 'confidence': 0.41756102442741394, 'score': 3}",3 stars,0.41756102442741394,3,,
14,Standing down from today’s launch due to weather next launch opportunity is Sunday August 29 at 3 14 a m ET,322,Okay fine just launch it before Bezos files another lawsuit,2021-08-28,"{'sentiment': '3 stars', 'confidence': 0.7813705205917358, 'score': 3}",3 stars,0.7813705205917358,3,,"Bezos,PERSON"
14,Standing down from today’s launch due to weather next launch opportunity is Sunday August 29 at 3 14 a m ET,322,Does anyone know when Starlink will be available in Texas right now it just says that it should be “mid to late 2021 ”,2021-08-28,"{'sentiment': '1 star', 'confidence': 0.313394695520401, 'score': 1}",1 star,0.313394695520401,1,,"Starlink,ORG|Texas,GPE"
14,Standing down from today’s launch due to weather next launch opportunity is Sunday August 29 at 3 14 a m ET,322,😕,2021-08-28,"{'sentiment': '5 stars', 'confidence': 0.30857792496681213, 'score': 5}",5 stars,0.30857792496681213,5,,
14,Standing down from today’s launch due to weather next launch opportunity is Sunday August 29 at 3 14 a m ET,322,Can t wait Good luck 🚀🐉🍀This will mark s 21st launch of the year and the 124th flight of a Falcon 9 rocket since June 2010,2021-08-28,"{'sentiment': '5 stars', 'confidence': 0.6497723460197449, 'score': 5}",5 stars,0.6497723460197449,5,,
14,Standing down from today’s launch due to weather next launch opportunity is Sunday August 29 at 3 14 a m ET,322,Oh no what about the time sensitive science things that needed to be put in as close to launch as possible,2021-08-28,"{'sentiment': '2 stars', 'confidence': 0.32328906655311584, 'score': 2}",2 stars,0.32328906655311584,2,,
15,Webcast of Falcon 9 launch of Dragon is now live →,113,720p,2021-08-28,"{'sentiment': '5 stars', 'confidence': 0.36575019359588623, 'score': 5}",5 stars,0.36575019359588623,5,,
15,Webcast of Falcon 9 launch of Dragon is now live →,113,WBHAMLETTE 7000 BEECHCRAFT RAYTHEON AIRCRAFT 4 TEXTRON S THE SON OF DAVID WAYNE DOES UR HEART ❤️❤️ GOOD FLY BEECH HAMLETT STARSHIP ENTERPRISE TO THE MOON,2021-08-28,"{'sentiment': '4 stars', 'confidence': 0.4532800018787384, 'score': 4}",4 stars,0.4532800018787384,4,,"DAVID WAYNE,PERSON|RAYTHEON AIRCRAFT 4 TEXTRON S,PRODUCT"
15,Webcast of Falcon 9 launch of Dragon is now live →,113,Good luck 🚀🐉🍀The 23rd cargo resupply mission to the Station will include an investigation into protecting bone health testing a way to monitor crew eye health demonstrating improved dexterity of robots mitigating stress in plants🌱,2021-08-28,"{'sentiment': '4 stars', 'confidence': 0.40754610300064087, 'score': 4}",4 stars,0.40754610300064087,4,,"Station,ORG"
15,Webcast of Falcon 9 launch of Dragon is now live →,113,Dragon that need to be delivered to ISS is like the space equivalent of Santa Claus Anyway Just launch it ASAP before Bezos flies an another Lawsuit,2021-08-28,"{'sentiment': '1 star', 'confidence': 0.6021388173103333, 'score': 1}",1 star,0.6021388173103333,1,,"ISS,ORG|Santa Claus,PERSON|Bezos,PRODUCT"
15,Webcast of Falcon 9 launch of Dragon is now live →,113,I’ve missed you,2021-08-28,"{'sentiment': '1 star', 'confidence': 0.3255516588687897, 'score': 1}",1 star,0.3255516588687897,1,,
15,Webcast of Falcon 9 launch of Dragon is now live →,113,God damn it’s beautiful 🤩 amazing 🥲 wish in the future I get my deliveries by this to my moon home lol 😝,2021-08-28,"{'sentiment': '5 stars', 'confidence': 0.87466961145401, 'score': 5}",5 stars,0.87466961145401,5,,"🤩,PRODUCT"
15,Webcast of Falcon 9 launch of Dragon is now live →,113,It s sorta funny that Falcon 9 launches to the ISS have become bit unexciting now I got excited a bit thinking it was about booster 4 Anyway Godspeed,2021-08-28,"{'sentiment': '3 stars', 'confidence': 0.4067276120185852, 'score': 3}",3 stars,0.4067276120185852,3,,"ISS,ORG|Falcon 9,ORG"
15,Webcast of Falcon 9 launch of Dragon is now live →,113,Elon we offer our technology for the construction of orbital stations that is fundamentally different from the current standards You can get an orbital module with a volume of more than 2500 cubic m for 1 launch of Falcon9 or 38000 cubic m of Starship but without equipment,2021-08-28,"{'sentiment': '5 stars', 'confidence': 0.4178820550441742, 'score': 5}",5 stars,0.4178820550441742,5,,
16,T 1 hour until Falcon 9 launch of Dragon Team is keeping an eye on weather which is 40 favorable →,100,Elon we offer our technology for the construction of orbital stations that is fundamentally different from the current standards You can get an orbital module with a volume of more than 2500 cubic m for 1 launch of Falcon9 or 38000 cubic m of Starship but without equipment,2021-08-28,"{'sentiment': '5 stars', 'confidence': 0.4178820550441742, 'score': 5}",5 stars,0.4178820550441742,5,"Dragon Team,ORG|Falcon 9,FAC",
16,T 1 hour until Falcon 9 launch of Dragon Team is keeping an eye on weather which is 40 favorable →,100,The good thing with BO is that they make sure we get competition in the space and hopefully no one will solely dominate space The danger with one player is that in the long run they can inflate prices Absolute power corrupts absolutely,2021-08-28,"{'sentiment': '3 stars', 'confidence': 0.2558746039867401, 'score': 3}",3 stars,0.2558746039867401,3,"Dragon Team,ORG|Falcon 9,FAC",
16,T 1 hour until Falcon 9 launch of Dragon Team is keeping an eye on weather which is 40 favorable →,100,Good luck SpaceX I hope the weather becomes more favorable for the launch,2021-08-28,"{'sentiment': '4 stars', 'confidence': 0.4298703670501709, 'score': 4}",4 stars,0.4298703670501709,4,"Dragon Team,ORG|Falcon 9,FAC",
16,T 1 hour until Falcon 9 launch of Dragon Team is keeping an eye on weather which is 40 favorable →,100,Fingers crossed 🤞🏼 🚀,2021-08-28,"{'sentiment': '1 star', 'confidence': 0.3785814642906189, 'score': 1}",1 star,0.3785814642906189,1,"Dragon Team,ORG|Falcon 9,FAC","🚀,PRODUCT"
16,T 1 hour until Falcon 9 launch of Dragon Team is keeping an eye on weather which is 40 favorable →,100,,2021-08-28,"{'sentiment': '2 stars', 'confidence': 0.26056772470474243, 'score': 2}",2 stars,0.26056772470474243,2,"Dragon Team,ORG|Falcon 9,FAC",
16,T 1 hour until Falcon 9 launch of Dragon Team is keeping an eye on weather which is 40 favorable →,100,Goodspeed SpaceX The crews at the ISS needs those cheese and veggies,2021-08-28,"{'sentiment': '4 stars', 'confidence': 0.2740275263786316, 'score': 4}",4 stars,0.2740275263786316,4,"Dragon Team,ORG|Falcon 9,FAC","ISS,ORG|Goodspeed SpaceX,PERSON"
16,T 1 hour until Falcon 9 launch of Dragon Team is keeping an eye on weather which is 40 favorable →,100,Buy starl and you will get all things if you can buy starl go 1000XXX！！！！,2021-08-28,"{'sentiment': '5 stars', 'confidence': 0.5706299543380737, 'score': 5}",5 stars,0.5706299543380737,5,"Dragon Team,ORG|Falcon 9,FAC",
16,T 1 hour until Falcon 9 launch of Dragon Team is keeping an eye on weather which is 40 favorable →,100,,2021-08-28,"{'sentiment': '2 stars', 'confidence': 0.26056772470474243, 'score': 2}",2 stars,0.26056772470474243,2,"Dragon Team,ORG|Falcon 9,FAC",
17,Static fire test complete – targeting Saturday August 28 at 3 37 a m EDT for Falcon 9 launch of Dragon’s 23rd cargo resupply mission to the station →,1756,Station,2021-08-26,"{'sentiment': '4 stars', 'confidence': 0.2769604027271271, 'score': 4}",4 stars,0.2769604027271271,4,"Falcon,ORG|Dragon’s 23rd,ORG",
