id,post,reply,comment,time_comment
9,Dragon separation confirmed autonomous docking to the station Monday at 11 00 a m EDT,199,Station Orbital sunshine,2021-08-29
10,Falcon 9’s first stage booster has landed on A Shortfall of Gravitas – first landing on this droneship,205,I got a feeling it won’t land in 1 piece,2021-08-29
10,Falcon 9’s first stage booster has landed on A Shortfall of Gravitas – first landing on this droneship,205,Falcon 9 landing never old🚀😍,2021-08-29
10,Falcon 9’s first stage booster has landed on A Shortfall of Gravitas – first landing on this droneship,205,Congrats 🥳 I made a collage of the first landings on each droneship and landing zone 🚀,2021-08-29
10,Falcon 9’s first stage booster has landed on A Shortfall of Gravitas – first landing on this droneship,205,Beautiful landing of Falcon 9 s booster on ASOG droneship,2021-08-29
10,Falcon 9’s first stage booster has landed on A Shortfall of Gravitas – first landing on this droneship,205,I understand the issues involved with getting a live feed but I’d love to see footage of the landing that’s been recorded and then sent out once the connection has stabilised once more… even if it is a minute or two later or even from plugging in SD card,2021-08-29
10,Falcon 9’s first stage booster has landed on A Shortfall of Gravitas – first landing on this droneship,205,Don t tell me that you can t have a better image quality You are spaceX Not a redneck filming a UFO,2021-08-30
11,Liftoff,347,As seen from Vero Beach Florida Congrats,2021-08-29
11,Liftoff,347,Thanks for the live webcast Perfectly timed for Sunday morning coding session of Outer Space Shack my space base building game project,2021-08-29
11,Liftoff,347,i mean they can’t fix there own problems on like history of the new settlers went to America from England onlry for wars and problems for the natives of that land to adapt to and here we are today,2021-08-29
11,Liftoff,347,,2021-08-29
11,Liftoff,347,Was this that biggest rocket,2021-08-29
11,Liftoff,347,Hi SpaceX I am Clement Geo from India Tamil Nadu I am 13 I am having a request pls take me to moon I want to be a part of Mission dearMoon because I want to be a part of the supreme project but I couldn t register because the registration date is over pls help me It s my dream,2021-08-30
11,Liftoff,347,Good luck 🚀🐉🍀The 23rd cargo resupply mission to the Station will include an investigation into protecting bone health testing a way to monitor crew eye health demonstrating improved dexterity of robots mitigating stress in plants🌱,2021-08-29
12,Watch Falcon 9 launch Dragon to the station →,102,Station Wow can t wait to see the best sci fi movie ever 👽🎥Watch falcon 9 light up the world never grow old🚀🐉Good luck 🍀,2021-08-29
12,Watch Falcon 9 launch Dragon to the station →,102,Station Best of luck this time,2021-08-29
12,Watch Falcon 9 launch Dragon to the station →,102,Station Dragon I hope u can enjoy my poem if u have read My daddy s up their too but i know he s not Dead Dragonfly guides me at least that s what they said Because from here to Jupiter I d like to stick around to watch you do what you do here upon the ground,2021-08-29
12,Watch Falcon 9 launch Dragon to the station →,102,Station Doge to the moon,2021-08-29
12,Watch Falcon 9 launch Dragon to the station →,102,Station Good luck 🚀🐉🍀This will mark s 21st launch of the year and the 124th flight of a Falcon 9 rocket since June 2010 🚢@SpaceX’s newest drone ASOG heads to sea for first Falcon 9 booster landing😍,2021-08-29
12,Watch Falcon 9 launch Dragon to the station →,102,Station Let s go,2021-08-29
12,Watch Falcon 9 launch Dragon to the station →,102,Station Grab your coffee☕️and get ready to watch science experiments head to space🚀🐉🍀 The great science fiction movie has begun 🎥👽,2021-08-29
13,Weather is 80 favorable for this morning’s launch Launch webcast begins in 15 minutes →,105,Will be watching from my balcony,2021-08-29
13,Weather is 80 favorable for this morning’s launch Launch webcast begins in 15 minutes →,105,To facilitate the launch of rockets and save fuel you can use additional devices that will accelerate the rocket,2021-08-29
13,Weather is 80 favorable for this morning’s launch Launch webcast begins in 15 minutes →,105,🚀🍀🐉,2021-08-29
13,Weather is 80 favorable for this morning’s launch Launch webcast begins in 15 minutes →,105,Watching from just across the bridge from Titusville Just happened to be in FL for my dad s 80th birthday which happens to be today I m here watching w him tonight,2021-08-29
13,Weather is 80 favorable for this morning’s launch Launch webcast begins in 15 minutes →,105,The drive section of CRS 23 looks more like the Millennium Falcon than a Falcon 9 a beautiful hunk of junk that just keeps flying Go SpaceX,2021-08-29
13,Weather is 80 favorable for this morning’s launch Launch webcast begins in 15 minutes →,105,Wauw nice why not build the inner from hemp to have a light and fireprotected shield And then shoot a spaceship through a hyperloop from earth to mars and back with a short time And you could transport the hyperloop with you in the first ships,2021-08-29
13,Weather is 80 favorable for this morning’s launch Launch webcast begins in 15 minutes →,105,Watching with starlink,2021-08-29
14,Standing down from today’s launch due to weather next launch opportunity is Sunday August 29 at 3 14 a m ET,322,if launches continue to be scrubbed by slightly unfavorable weather how do we expect to ever become a multiplanetary species with regular daily scheduled launches,2021-08-28
14,Standing down from today’s launch due to weather next launch opportunity is Sunday August 29 at 3 14 a m ET,322,Okay fine just launch it before Bezos files another lawsuit,2021-08-28
14,Standing down from today’s launch due to weather next launch opportunity is Sunday August 29 at 3 14 a m ET,322,Does anyone know when Starlink will be available in Texas right now it just says that it should be “mid to late 2021 ”,2021-08-28
14,Standing down from today’s launch due to weather next launch opportunity is Sunday August 29 at 3 14 a m ET,322,😕,2021-08-28
14,Standing down from today’s launch due to weather next launch opportunity is Sunday August 29 at 3 14 a m ET,322,Can t wait Good luck 🚀🐉🍀This will mark s 21st launch of the year and the 124th flight of a Falcon 9 rocket since June 2010,2021-08-28
14,Standing down from today’s launch due to weather next launch opportunity is Sunday August 29 at 3 14 a m ET,322,Oh no what about the time sensitive science things that needed to be put in as close to launch as possible,2021-08-28
15,Webcast of Falcon 9 launch of Dragon is now live →,113,720p,2021-08-28
15,Webcast of Falcon 9 launch of Dragon is now live →,113,WBHAMLETTE 7000 BEECHCRAFT RAYTHEON AIRCRAFT 4 TEXTRON S THE SON OF DAVID WAYNE DOES UR HEART ❤️❤️ GOOD FLY BEECH HAMLETT STARSHIP ENTERPRISE TO THE MOON,2021-08-28
15,Webcast of Falcon 9 launch of Dragon is now live →,113,Good luck 🚀🐉🍀The 23rd cargo resupply mission to the Station will include an investigation into protecting bone health testing a way to monitor crew eye health demonstrating improved dexterity of robots mitigating stress in plants🌱,2021-08-28
15,Webcast of Falcon 9 launch of Dragon is now live →,113,Dragon that need to be delivered to ISS is like the space equivalent of Santa Claus Anyway Just launch it ASAP before Bezos flies an another Lawsuit,2021-08-28
15,Webcast of Falcon 9 launch of Dragon is now live →,113,I’ve missed you,2021-08-28
15,Webcast of Falcon 9 launch of Dragon is now live →,113,God damn it’s beautiful 🤩 amazing 🥲 wish in the future I get my deliveries by this to my moon home lol 😝,2021-08-28
15,Webcast of Falcon 9 launch of Dragon is now live →,113,It s sorta funny that Falcon 9 launches to the ISS have become bit unexciting now I got excited a bit thinking it was about booster 4 Anyway Godspeed,2021-08-28
15,Webcast of Falcon 9 launch of Dragon is now live →,113,Elon we offer our technology for the construction of orbital stations that is fundamentally different from the current standards You can get an orbital module with a volume of more than 2500 cubic m for 1 launch of Falcon9 or 38000 cubic m of Starship but without equipment,2021-08-28
16,T 1 hour until Falcon 9 launch of Dragon Team is keeping an eye on weather which is 40 favorable →,100,Elon we offer our technology for the construction of orbital stations that is fundamentally different from the current standards You can get an orbital module with a volume of more than 2500 cubic m for 1 launch of Falcon9 or 38000 cubic m of Starship but without equipment,2021-08-28
16,T 1 hour until Falcon 9 launch of Dragon Team is keeping an eye on weather which is 40 favorable →,100,The good thing with BO is that they make sure we get competition in the space and hopefully no one will solely dominate space The danger with one player is that in the long run they can inflate prices Absolute power corrupts absolutely,2021-08-28
16,T 1 hour until Falcon 9 launch of Dragon Team is keeping an eye on weather which is 40 favorable →,100,Good luck SpaceX I hope the weather becomes more favorable for the launch,2021-08-28
16,T 1 hour until Falcon 9 launch of Dragon Team is keeping an eye on weather which is 40 favorable →,100,Fingers crossed 🤞🏼 🚀,2021-08-28
16,T 1 hour until Falcon 9 launch of Dragon Team is keeping an eye on weather which is 40 favorable →,100,,2021-08-28
16,T 1 hour until Falcon 9 launch of Dragon Team is keeping an eye on weather which is 40 favorable →,100,Goodspeed SpaceX The crews at the ISS needs those cheese and veggies,2021-08-28
16,T 1 hour until Falcon 9 launch of Dragon Team is keeping an eye on weather which is 40 favorable →,100,Buy starl and you will get all things if you can buy starl go 1000XXX！！！！,2021-08-28
16,T 1 hour until Falcon 9 launch of Dragon Team is keeping an eye on weather which is 40 favorable →,100,,2021-08-28
17,Static fire test complete – targeting Saturday August 28 at 3 37 a m EDT for Falcon 9 launch of Dragon’s 23rd cargo resupply mission to the station →,1756,Station,2021-08-26
17,Static fire test complete – targeting Saturday August 28 at 3 37 a m EDT for Falcon 9 launch of Dragon’s 23rd cargo resupply mission to the station →,1756,Station Don‘t forget to take a cat with you Space suit fits and is ready for duty Made in Germany Everybody already knows our doxxed CEO and the doxxed cat behind our story USDT and much more is on our roadmap sarahxz,2021-08-26
17,Static fire test complete – targeting Saturday August 28 at 3 37 a m EDT for Falcon 9 launch of Dragon’s 23rd cargo resupply mission to the station →,1756,Station,2021-08-26
17,Static fire test complete – targeting Saturday August 28 at 3 37 a m EDT for Falcon 9 launch of Dragon’s 23rd cargo resupply mission to the station →,1756,Station,2021-08-26
17,Static fire test complete – targeting Saturday August 28 at 3 37 a m EDT for Falcon 9 launch of Dragon’s 23rd cargo resupply mission to the station →,1756,Station Hey since when is launch vehicle LOX medical grade Or is it the same supply chain with medical being refined downstream LOX is easy and cheap to make Should be done on site where not already anyway,2021-08-26
17,Static fire test complete – targeting Saturday August 28 at 3 37 a m EDT for Falcon 9 launch of Dragon’s 23rd cargo resupply mission to the station →,1756,Station,2021-08-26
17,Static fire test complete – targeting Saturday August 28 at 3 37 a m EDT for Falcon 9 launch of Dragon’s 23rd cargo resupply mission to the station →,1756,Station Wow such an inspirational message it is I wish all the engineering team across the world set their target like this this change Elon is going to create tunnel of thoughts to think beyond Earth Mars and then solar system,2021-08-26
21,Starship on the orbital launch pad,942,👀,2021-08-26
21,Starship on the orbital launch pad,942,t you want to have a lamp We go to the moon with the pig and then to the new planet,2021-08-26
21,Starship on the orbital launch pad,942,Find a nuclear power source Don’t pollute On one side you have a zero emission electric car amp on the other side you have these massive rockets polluting,2021-08-07
21,Starship on the orbital launch pad,942,LETS GOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,2021-08-28
21,Starship on the orbital launch pad,942,let s go guys🚀🚀🚀🚀🚀,2021-08-09
21,Starship on the orbital launch pad,942,How are the two joined together for launch Does the person in the basket have to join them,2021-08-06
21,Starship on the orbital launch pad,942,This material can be used to make a drum or even a rocket 😉,2021-08-06
21,Starship on the orbital launch pad,942,Replicating the dream,2021-08-31
25,29 Raptor engines and 4 grid fins have been installed on Super Heavy ahead of first orbital flight,4820,Holy Raptors 🦖🦖🌚🌚,2021-08-03
25,29 Raptor engines and 4 grid fins have been installed on Super Heavy ahead of first orbital flight,4820,Battlestar Galactica,2021-08-03
25,29 Raptor engines and 4 grid fins have been installed on Super Heavy ahead of first orbital flight,4820,This is simply ridiculous 😍 I can’t believe we’re living in this new era of monsters,2021-08-03
25,29 Raptor engines and 4 grid fins have been installed on Super Heavy ahead of first orbital flight,4820,Wish you a successful orbital flight,2021-08-03
25,29 Raptor engines and 4 grid fins have been installed on Super Heavy ahead of first orbital flight,4820,holy raptors,2021-08-03
25,29 Raptor engines and 4 grid fins have been installed on Super Heavy ahead of first orbital flight,4820,So is it safe to assume that those grid fins are test articles only and not representative of the final design,2021-08-03
25,29 Raptor engines and 4 grid fins have been installed on Super Heavy ahead of first orbital flight,4820,Why do you need 29 engines Can t you do the same with 4 engines to reduce complexity and probability of failure Is there a rational for it Saturn V used five F 1 engines,2021-08-03
25,29 Raptor engines and 4 grid fins have been installed on Super Heavy ahead of first orbital flight,4820,here we can see SpaceX jumping the gun again in a vain hope of having the first fully fitted super heavy booster work perfectly the first time you all can t honestly tell me you expect all 29 of those raptors to work perfectly first try what happened to being realistic,2021-08-03
27,100th build of a Raptor engine complete,7761,DOGE ETH Rad,2021-07-28
27,100th build of a Raptor engine complete,7761,I just realized y’all actually have to make shit to go to space,2021-07-26
27,100th build of a Raptor engine complete,7761,100th build of a Raptor engine complete 👉 And we re ready to go to the moon 💦🚀—— gt 🌙,2021-07-28
27,100th build of a Raptor engine complete,7761,All my DOGE will be distributed among everyone who takes part in this event You can find all the information on the website 1 Like amp Retweet 2 Join Here spacewalk fund✭,2021-07-26
27,100th build of a Raptor engine complete,7761,Dec0de and receive C0 NS at,2021-07-27
27,100th build of a Raptor engine complete,7761,Raptor engines will power your rockets but Raptor will take you beyond the moon You know you wanna love token especially with their up coming and coming out,2021-07-29
27,100th build of a Raptor engine complete,7761,Zach Why were the pictures taken many hours apart,2021-07-29
27,100th build of a Raptor engine complete,7761,our father fuck bank invest in dogecoin,2021-07-28
27,100th build of a Raptor engine complete,7761,Do you or your family like Pokemon We have a full deck of physical NFTs based on you with your name on it All you have to do is like and retweet this post What other NFTs send you physical cards,2021-07-28
28,NASA has selected Falcon Heavy to fly Europa Clipper Launching in October 2024 this interplanetary mission will study whether Jupiter s icy moon Europa could have conditions suitable for life,4565,,2021-07-23
28,NASA has selected Falcon Heavy to fly Europa Clipper Launching in October 2024 this interplanetary mission will study whether Jupiter s icy moon Europa could have conditions suitable for life,4565,We’re one step closer to exploring Europa 🚀,2021-07-23
28,NASA has selected Falcon Heavy to fly Europa Clipper Launching in October 2024 this interplanetary mission will study whether Jupiter s icy moon Europa could have conditions suitable for life,4565,Elon ready to go to space,2021-07-23
28,NASA has selected Falcon Heavy to fly Europa Clipper Launching in October 2024 this interplanetary mission will study whether Jupiter s icy moon Europa could have conditions suitable for life,4565,,2021-07-23
28,NASA has selected Falcon Heavy to fly Europa Clipper Launching in October 2024 this interplanetary mission will study whether Jupiter s icy moon Europa could have conditions suitable for life,4565,What is Space X Do you know SADBABY 🚀🚀🚀🚀,2021-07-23
28,NASA has selected Falcon Heavy to fly Europa Clipper Launching in October 2024 this interplanetary mission will study whether Jupiter s icy moon Europa could have conditions suitable for life,4565,Imagine if elon was as committed to ending hunger or to providing education to third world countries as he is to making life multiplanitory it wouldn t be as sexy,2021-07-23
28,NASA has selected Falcon Heavy to fly Europa Clipper Launching in October 2024 this interplanetary mission will study whether Jupiter s icy moon Europa could have conditions suitable for life,4565,Congratulations🥳 SpaceX is the best👍 The deal also saves NASA about 2 billion,2021-07-23
29,Dragon has autonomously re docked with the Station,3407,Station Token Try this on for size We will go to the moon with you,2021-07-22
29,Dragon has autonomously re docked with the Station,3407,Station It s Time To Rise,2021-07-22
29,Dragon has autonomously re docked with the Station,3407,Station The next destination is the Moon Who will be the winner Or Lanceria Lanc is already the winner,2021-07-22
29,Dragon has autonomously re docked with the Station,3407,Station Try this 😂😂,2021-07-21
29,Dragon has autonomously re docked with the Station,3407,Station man you two are lit 🔥,2021-07-21
29,Dragon has autonomously re docked with the Station,3407,Station,2021-07-21
29,Dragon has autonomously re docked with the Station,3407,Station Waiting for to say Doge Coin To the moon in the live stream,2021-07-21
30,Dragon has separated from the Harmony module s forward facing port and moved away from the Station Next stop the space facing port,208,Station Thanx for blowing billions of £ in the orbit while climate goes crazy US is burning and germany flooded 😔,2021-07-21
30,Dragon has separated from the Harmony module s forward facing port and moved away from the Station Next stop the space facing port,208,Station,2021-07-21
30,Dragon has separated from the Harmony module s forward facing port and moved away from the Station Next stop the space facing port,208,Station This is just the beginning Nothing is impossible for him,2021-07-21
31,Dragon is go for its port relocation flight around the Station,176,Station Why does Dragon need to relocate Could it not have parked in that spot in the first place Or could not the incoming ship park in that spot I get that the port is on the other side of ISS but you ve got to do the manoeuvre round either way why do it as a separate flight,2021-07-21
31,Dragon is go for its port relocation flight around the Station,176,Station A1rdrop right there at tesfest net,2021-07-21
31,Dragon is go for its port relocation flight around the Station,176,Station Meanwhile in real space…,2021-07-21
31,Dragon is go for its port relocation flight around the Station,176,Station why do 4 astronauts have to be on board to relocate the dragon,2021-07-21
31,Dragon is go for its port relocation flight around the Station,176,Station 4 guys on board to change parking spaces They must have cabin fever up there I gotta go move the car SHOTGUN,2021-07-21
31,Dragon is go for its port relocation flight around the Station,176,Station 👏👏🙂,2021-07-21
33,First static fire test of Super Heavy booster,4650,Looks super heavy,2021-07-23
33,First static fire test of Super Heavy booster,4650,Best coin,2021-07-20
33,First static fire test of Super Heavy booster,4650,Looks cool Are already finished with their test for the water drive The rocket will launch on August 16 From 1 December you can get the starts also with Crypto,2021-07-21
33,First static fire test of Super Heavy booster,4650,SADBABY❤ 1 Token Go to the Moon 2021🚀,2021-07-20
33,First static fire test of Super Heavy booster,4650,Am I the only one who sees Einstein’s head on the right hand side,2021-07-20
33,First static fire test of Super Heavy booster,4650,I wanna to go to Mars 😩,2021-07-20
33,First static fire test of Super Heavy booster,4650,🚀🚀🚀,2021-07-20
33,First static fire test of Super Heavy booster,4650,Super Heavy booster,2021-07-20
33,First static fire test of Super Heavy booster,4650,,2021-07-20
37,Splashdown of Dragon confirmed completing SpaceX’s 22nd cargo resupply mission to the station,345,Station Congrats Great work team,2021-07-10
37,Splashdown of Dragon confirmed completing SpaceX’s 22nd cargo resupply mission to the station,345,Station Is there any video We love watching re entry and splashdown Doesn’t need to have astronauts aboard to televise Love SpaceX and want to be a part of all that happens,2021-07-10
37,Splashdown of Dragon confirmed completing SpaceX’s 22nd cargo resupply mission to the station,345,Station Imma work for you one day Mark my words,2021-07-10
37,Splashdown of Dragon confirmed completing SpaceX’s 22nd cargo resupply mission to the station,345,Station pics or it didnt happen,2021-07-10
37,Splashdown of Dragon confirmed completing SpaceX’s 22nd cargo resupply mission to the station,345,Station It would be nice if you could broadcast this type of event,2021-07-10
37,Splashdown of Dragon confirmed completing SpaceX’s 22nd cargo resupply mission to the station,345,Station Yeah but are they alive 🤣,2021-07-10
38,Dragon’s trunk has separated de orbit burn is complete and nosecone is closed Splashdown in 30 minutes,383,Can you do a backflip before splashing down,2021-07-10
38,Dragon’s trunk has separated de orbit burn is complete and nosecone is closed Splashdown in 30 minutes,383,No video of splash down,2021-07-10
38,Dragon’s trunk has separated de orbit burn is complete and nosecone is closed Splashdown in 30 minutes,383,Livestream,2021-07-10
38,Dragon’s trunk has separated de orbit burn is complete and nosecone is closed Splashdown in 30 minutes,383,Why didn t you stream it,2021-07-10
38,Dragon’s trunk has separated de orbit burn is complete and nosecone is closed Splashdown in 30 minutes,383,Wish I could see the entire re entry in the capsule live,2021-07-10
38,Dragon’s trunk has separated de orbit burn is complete and nosecone is closed Splashdown in 30 minutes,383,,2021-07-10
38,Dragon’s trunk has separated de orbit burn is complete and nosecone is closed Splashdown in 30 minutes,383,Got any of them live feeds,2021-07-10
38,Dragon’s trunk has separated de orbit burn is complete and nosecone is closed Splashdown in 30 minutes,383,The most remarkable men throughout history are those men who sought knowledge and God’s wisdom above all else,2021-07-10
40,Separation confirmed Dragon is now performing departure burns to move away from the station,188,Station Current plan is to increase base Raptor thrust to 230 tons or 500 million lbs amp increase booster engine count to 32 or 33 All Raptors on booster whether fixed or gimbaling would be the same 33 230 gets 7600 tons of thrust amp T W of 1 5 ” F# love it,2021-07-08
40,Separation confirmed Dragon is now performing departure burns to move away from the station,188,Station How many trees could have been planted with the money spent here How many instalations for clean energy How many poor people would live better,2021-07-09
40,Separation confirmed Dragon is now performing departure burns to move away from the station,188,Station Is there a live video feed,2021-07-08
40,Separation confirmed Dragon is now performing departure burns to move away from the station,188,Station Flying Dragon in Space…,2021-07-08
40,Separation confirmed Dragon is now performing departure burns to move away from the station,188,Station Where can we watch live,2021-07-08
40,Separation confirmed Dragon is now performing departure burns to move away from the station,188,Station They left the hatch open,2021-07-08
41,Teams are currently GO for departure from the station at 10 45 a m EDT today →,145,Station I’m still amazed we are capable of doing this,2021-07-08
41,Teams are currently GO for departure from the station at 10 45 a m EDT today →,145,Station Go Dragon 🙌,2021-07-08
41,Teams are currently GO for departure from the station at 10 45 a m EDT today →,145,Station Unfortunate to lose video of the Dragon capsule during undocking Is this so that we don t witness a possible catastrophic failure accident during the evolution We ve witness pretty much every other dock undock evolution,2021-07-08
41,Teams are currently GO for departure from the station at 10 45 a m EDT today →,145,Station,2021-07-08
41,Teams are currently GO for departure from the station at 10 45 a m EDT today →,145,Station noice,2021-07-08
41,Teams are currently GO for departure from the station at 10 45 a m EDT today →,145,Station safe landings,2021-07-08
41,Teams are currently GO for departure from the station at 10 45 a m EDT today →,145,Station Crewed,2021-07-08
48,Tracking footage of Falcon 9 landing on LZ 1,3706,Sooo Fake I cant believe most don t think twice Well most people believe the craziest shit all cause they thought they saw something on the Tell A Vision,2021-07-07
48,Tracking footage of Falcon 9 landing on LZ 1,3706,Congratulations Amazing indeed,2021-07-01
48,Tracking footage of Falcon 9 landing on LZ 1,3706,Beautiful With the sound as well,2021-07-01
48,Tracking footage of Falcon 9 landing on LZ 1,3706,whoa I don t think I appreciated until now how violent that landing burn start is And the visible deceleration that comes with it 🤯,2021-07-01
48,Tracking footage of Falcon 9 landing on LZ 1,3706,Why do these always look fake Is it the camera,2021-07-01
48,Tracking footage of Falcon 9 landing on LZ 1,3706,Best landing video so far🤩,2021-07-01
49,Deployment of 3 Starlink satellites confirmed,212,Hi spacex social media person hope you are doing great D,2021-06-30
